timestamp_ms,event,details
1617,test,ThreadId(10) passed tests/diagnostics/interface-requirement-not-satisfied.slang duration_ms=0
1617,test,ThreadId(10) passed tests/diagnostics/groupshared-local.slang duration_ms=1
1617,test,ThreadId(10) passed tests/diagnostics/command-line/unknown-line-directive-mode.slang duration_ms=0
1617,test,ThreadId(10) passed tests/diagnostics/invalid-spv-obj.slang duration_ms=0
1619,stats,load_1m=0.75 load_5m=1.27 cpu_avg=62.1% gpu=13% running=6 adaptive=0 pool=0
1628,test,ThreadId(10) passed tests/diagnostics/interfaces/return-type-mismatch.slang duration_ms=9
1644,test,ThreadId(9) passed tests/diagnostics/autodiff-data-flow-4.slang duration_ms=74
1644,test,ThreadId(9) passed tests/diagnostics/extension-unreferenced-generic-param.slang duration_ms=6
1644,test,ThreadId(9) passed tests/diagnostics/x-macro-line-continuation.slang duration_ms=0
1662,test,ThreadId(8) passed tests/diagnostics/constexpr-param.slang.2 duration_ms=138
1685,test,ThreadId(9) passed tests/diagnostics/uninitialized-struct-from-constructor.slang duration_ms=34
1692,test,ThreadId(7) passed tests/diagnostics/force-no-diff-this.slang duration_ms=133
1695,test,ThreadId(9) passed tests/diagnostics/matrix-swizzle.slang duration_ms=11
1712,test,ThreadId(11) passed tests/diagnostics/array-out-of-bounds-2.slang duration_ms=111
1715,test,ThreadId(9) passed tests/diagnostics/methods/mutating-method-on-rvalue.slang duration_ms=15
1715,test,ThreadId(9) passed tests/diagnostics/token-paste-location.slang duration_ms=0
1722,test,ThreadId(11) passed tests/diagnostics/concrete-argument-to-output-interface.slang duration_ms=4
1752,test,ThreadId(8) passed tests/diagnostics/entry-point-main-warning.slang.1 duration_ms=90
1758,test,ThreadId(12) passed tests/diagnostics/const-to-nodiff-function-diagnostic-improvement1.slang duration_ms=146
1758,test,ThreadId(12) passed tests/diagnostics/missing-include-file.slang duration_ms=0
1758,test,ThreadId(12) passed tests/diagnostics/undefined-in-preprocessor-conditional.slang duration_ms=0
1758,test,ThreadId(12) passed tests/diagnostics/undefined-identifier.slang duration_ms=0
1768,test,ThreadId(10) passed tests/diagnostics/uninitialized-fields.slang duration_ms=143
1775,test,ThreadId(9) passed tests/diagnostics/param-mutation.slang duration_ms=67
1779,test,ThreadId(10) passed tests/diagnostics/unsized.slang duration_ms=10
1783,test,ThreadId(7) passed tests/diagnostics/uninitialized-fields-delegated.slang duration_ms=90
1783,test,ThreadId(7) passed tests/diagnostics/missing-semicolon-after-semantic.slang duration_ms=0
1793,test,ThreadId(7) passed tests/diagnostics/void-function-returning-value.slang duration_ms=11
1795,test,ThreadId(9) passed tests/diagnostics/sv-semantic-wrong-direction.slang duration_ms=13
1795,test,ThreadId(9) passed tests/diagnostics/inheritance-1.slang duration_ms=1
1795,test,ThreadId(9) passed tests/diagnostics/already-has-a-body.slang duration_ms=0
1795,test,ThreadId(9) passed tests/diagnostics/break-outside-loop.slang duration_ms=2
1795,test,ThreadId(9) passed tests/diagnostics/command-line/option-missing-argument.slang duration_ms=0
1799,test,ThreadId(12) passed tests/diagnostics/command-line/explicit-implicit-stage-mismatch.vert duration_ms=37
1809,test,ThreadId(10) passed tests/diagnostics/overlapping-bindings.slang duration_ms=26
1809,test,ThreadId(10) passed tests/diagnostics/structuredbuffer-resource-static.slang duration_ms=0
1809,test,ThreadId(10) passed tests/diagnostics/ambiguous-member-base/user.slang duration_ms=3
1813,test,ThreadId(7) passed tests/diagnostics/no-type-conformance.slang duration_ms=24
1819,test,ThreadId(10) passed tests/diagnostics/command-line/entry-point-conflicting-stage.slang duration_ms=2
1843,test,ThreadId(8) passed tests/diagnostics/entry-point-main-warning.slang.2 duration_ms=96
1873,test,ThreadId(11) passed tests/diagnostics/parameter-block-to-mutating-func.slang duration_ms=150
1909,test,ThreadId(10) passed tests/diagnostics/division-by-matrix.slang duration_ms=100
1924,test,ThreadId(7) passed tests/diagnostics/metal-mesh-shader-output-ref.slang duration_ms=111
1933,test,ThreadId(8) passed tests/diagnostics/entry-point-mod-errors.slang duration_ms=92
1936,test,ThreadId(9) passed tests/diagnostics/constexpr-error.slang duration_ms=138
1943,test,ThreadId(11) passed tests/diagnostics/uninitialized-resource-field.slang duration_ms=80
1967,test,ThreadId(9) passed tests/diagnostics/illegal-func-decl.slang.4 duration_ms=27
1980,test,ThreadId(12) passed tests/diagnostics/extension-full-name.slang duration_ms=187
1980,test,ThreadId(12) passed tests/diagnostics/command-line/unknown-profile.slang duration_ms=0
1980,test,ThreadId(12) passed tests/diagnostics/missing-override.slang duration_ms=1
1980,test,ThreadId(12) ignored tests/diagnostics/bad-operator-call.slang duration_ms=0
1980,test,ThreadId(12) passed tests/diagnostics/command-line/output-no-target.slang duration_ms=0
1980,test,ThreadId(12) passed tests/diagnostics/command-line/stage-ignored.slang duration_ms=0
2000,test,ThreadId(10) passed tests/diagnostics/entry-point-main-warning.slang duration_ms=88
2000,test,ThreadId(12) passed tests/diagnostics/interfaces/mutating-impl-of-non-mutating-req.slang duration_ms=16
2000,test,ThreadId(12) passed tests/diagnostics/generic-constraint-forward-reference.slang duration_ms=1
2000,test,ThreadId(12) passed tests/diagnostics/non-standard-extension.slang duration_ms=2
2030,test,ThreadId(10) passed tests/diagnostics/illegal-func-decl.slang.2 duration_ms=28
2030,test,ThreadId(12) passed tests/diagnostics/pragma-warning-single-file.slang duration_ms=25
2034,test,ThreadId(8) passed tests/diagnostics/entry-point-mod-errors.slang.1 duration_ms=92
2044,test,ThreadId(11) passed tests/diagnostics/warning_operator_left_shift_overflow.slang duration_ms=92
2050,test,ThreadId(10) passed tests/diagnostics/illegal-func-decl.slang.3 duration_ms=19
2050,test,ThreadId(10) ignored tests/diagnostics/local-line.slang.2 duration_ms=0
2091,test,ThreadId(10) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang duration_ms=35
2101,test,ThreadId(10) passed tests/diagnostics/missing-return-target.slang.5 duration_ms=12
2111,test,ThreadId(10) passed tests/diagnostics/overload-ambiguous.slang.1 duration_ms=13
2121,test,ThreadId(10) passed tests/diagnostics/sv-semantic-hull-domain.slang.1 duration_ms=12
2125,test,ThreadId(8) passed tests/diagnostics/entry-point-mod-errors.slang.2 duration_ms=91
2135,test,ThreadId(11) passed tests/diagnostics/lvalue-in-bwd-diff.slang duration_ms=89
2135,test,ThreadId(8) passed tests/diagnostics/illegal-func-decl.slang.1 duration_ms=19
2145,test,ThreadId(11) passed tests/diagnostics/constant-buffer-unsized.slang duration_ms=14
2201,test,ThreadId(10) passed tests/diagnostics/sv-semantic-inout.slang.1 duration_ms=73
2205,test,ThreadId(8) passed tests/diagnostics/image-format-unsupported-by-backend.slang.1 duration_ms=61
2205,test,ThreadId(7) passed tests/diagnostics/uninitialized-local-variables.slang duration_ms=281
2205,test,ThreadId(8) ignored tests/diagnostics/local-line.slang.4 duration_ms=0
2215,test,ThreadId(11) passed tests/diagnostics/generic-type-inference-fail.slang duration_ms=74
2221,test,ThreadId(10) passed tests/diagnostics/sv-semantic-type-validation.slang.2 duration_ms=26
2222,test,ThreadId(12) passed tests/diagnostics/autodiff-data-flow.slang duration_ms=191
2222,test,ThreadId(12) passed tests/diagnostics/unreachable-code.slang duration_ms=1
2222,test,ThreadId(12) passed tests/diagnostics/transitive-namespace-import.slang/test.slang duration_ms=1
2225,test,ThreadId(11) passed tests/diagnostics/recursive-type.slang duration_ms=5
2236,test,ThreadId(8) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang.2 duration_ms=35
2242,test,ThreadId(12) passed tests/diagnostics/local-used-in-own-declaration.slang duration_ms=14
2242,test,ThreadId(12) passed tests/diagnostics/discard-in-compute.slang duration_ms=1
2242,test,ThreadId(12) passed tests/diagnostics/command-line/unknown-source-language.slang duration_ms=0
2252,test,ThreadId(12) passed tests/diagnostics/invalid-paq-stage-names.slang duration_ms=12
2252,test,ThreadId(12) passed tests/diagnostics/interfaces/interface-override.slang duration_ms=1
2262,test,ThreadId(12) passed tests/diagnostics/command-line/separate-debug-info-unsupported-glsl.slang duration_ms=7
2262,test,ThreadId(12) passed tests/diagnostics/switch-multiple-defaults.slang duration_ms=0
2266,test,ThreadId(7) passed tests/diagnostics/array-parameterblock-array-in-struct.slang duration_ms=59
2276,test,ThreadId(8) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang.4 duration_ms=34
2276,test,ThreadId(7) passed tests/diagnostics/extension-visibility.slang duration_ms=7
2286,test,ThreadId(8) passed tests/diagnostics/overload-ambiguous.slang duration_ms=12
2296,test,ThreadId(8) passed tests/diagnostics/sv-semantic-hull-domain.slang duration_ms=12
2327,test,ThreadId(8) passed tests/diagnostics/sv-semantic-type-validation.slang duration_ms=26
2327,test,ThreadId(8) ignored tests/diagnostics/syntax-error-op-line.slang.4 duration_ms=0
2343,test,ThreadId(12) passed tests/diagnostics/autodiff-data-flow-3.slang duration_ms=83
2366,test,ThreadId(11) passed tests/diagnostics/structuredbuffer-resource-struct-array.slang duration_ms=143
2373,test,ThreadId(12) passed tests/diagnostics/sv-semantic-mesh.slang duration_ms=22
2377,test,ThreadId(8) passed tests/diagnostics/tessellation-legalize-array-size-too-big.slang duration_ms=48
2393,batch_end,ThreadId(8) total_ms=1731 test_sum_ms=1305 overhead_ms=426 pred_ms=9665 tests=24
2426,test,ThreadId(11) passed tests/diagnostics/glsl-global-const-with-init.slang duration_ms=61
2427,test,ThreadId(7) passed tests/diagnostics/uninitialized-out-parameters.slang duration_ms=155
2447,test,ThreadId(7) passed tests/diagnostics/float-as-int-requires-constant.slang duration_ms=13
2483,test,ThreadId(12) passed tests/diagnostics/unrecognized-glsl-layout-modifiers.slang duration_ms=120
2487,test,ThreadId(11) passed tests/diagnostics/private-visibility.slang duration_ms=61
2487,test,ThreadId(11) passed tests/diagnostics/command-line/output-no-entry-point.slang duration_ms=0
2487,test,ThreadId(11) passed tests/diagnostics/inheritance-2.slang duration_ms=0
2513,test,ThreadId(10) passed tests/diagnostics/syntax-error-intrinsic.slang duration_ms=288
2513,test,ThreadId(10) ignored tests/diagnostics/syntax-error-intrinsic.slang.2 duration_ms=0
2524,test,ThreadId(12) passed tests/diagnostics/uninitialized-globals.slang duration_ms=37
2524,test,ThreadId(12) passed tests/diagnostics/token-line-continuation.slang duration_ms=0
2524,test,ThreadId(12) passed tests/diagnostics/entry-point-stage-mismatch.slang duration_ms=1
2524,test,ThreadId(12) passed tests/diagnostics/variable-void-type.slang duration_ms=0
2538,test,ThreadId(7) passed tests/diagnostics/array-parameterblock-nested.slang duration_ms=92
2544,test,ThreadId(12) passed tests/diagnostics/const-ref-differentiable-param.slang duration_ms=14
2548,test,ThreadId(7) passed tests/diagnostics/float-as-int-type-mismatch.slang duration_ms=11
2554,test,ThreadId(12) passed tests/diagnostics/array-neg-size.slang duration_ms=11
2558,test,ThreadId(7) passed tests/diagnostics/get-vertex-attribute.slang duration_ms=15
2563,test,ThreadId(10) passed tests/diagnostics/syntax-error-op-line-3.slang duration_ms=47
2563,test,ThreadId(10) ignored tests/diagnostics/syntax-error-op-line-3.slang.1 duration_ms=0
2563,test,ThreadId(10) ignored tests/diagnostics/syntax-error-op-line-3.slang.2 duration_ms=0
2595,batch_end,ThreadId(10) total_ms=1918 test_sum_ms=1464 overhead_ms=454 pred_ms=9850 tests=39
2601,test,ThreadId(9) passed tests/diagnostics/local-line.slang duration_ms=638
2634,test,ThreadId(12) passed tests/diagnostics/gh-1374.slang duration_ms=79
2638,test,ThreadId(7) passed tests/diagnostics/float-literal.slang duration_ms=79
2648,stats,load_1m=0.75 load_5m=1.27 cpu_avg=21.2% gpu=12% running=4 adaptive=0 pool=0
2659,test,ThreadId(7) passed tests/diagnostics/array-parameterblock-deeply-nested.slang duration_ms=12
2725,test,ThreadId(12) passed tests/diagnostics/uninitialized-variable-name-in-error-message.slang duration_ms=90
2735,test,ThreadId(12) passed tests/diagnostics/property-readonly-lvalue.slang duration_ms=15
2765,test,ThreadId(12) passed tests/diagnostics/array-out-of-bounds.slang duration_ms=26
2775,test,ThreadId(12) passed tests/diagnostics/nested-struct-with-unbounded.slang duration_ms=11
2816,test,ThreadId(12) passed tests/diagnostics/vk-bindings.slang duration_ms=36
2826,test,ThreadId(12) passed tests/diagnostics/sv-semantic-unknown.slang duration_ms=11
2826,test,ThreadId(12) passed tests/diagnostics/array-of-struct-with-parameterblock.slang duration_ms=5
2906,test,ThreadId(12) passed tests/diagnostics/generic-incorrect-default-arg.slang duration_ms=78
2910,test,ThreadId(7) passed tests/diagnostics/break-outside-loop.slang.1 duration_ms=256
2910,test,ThreadId(7) passed tests/diagnostics/command-line/entry-point-redundant-stage.slang.1 duration_ms=0
2910,test,ThreadId(7) passed tests/diagnostics/command-line/profile-ignored.slang duration_ms=0
2910,test,ThreadId(7) passed tests/diagnostics/command-line/profile-ignored.slang.1 duration_ms=0
2937,test,ThreadId(12) passed tests/diagnostics/structuredbuffer-resource-struct-recursive-mutual.slang duration_ms=27
2937,test,ThreadId(12) passed tests/diagnostics/command-line/x-arg-tool-unknown.slang duration_ms=0
2937,test,ThreadId(12) passed tests/diagnostics/generic-constraint-left-hand-side.slang duration_ms=0
2937,test,ThreadId(12) passed tests/diagnostics/command-line/duplicate-output.slang duration_ms=0
2957,test,ThreadId(12) passed tests/diagnostics/structured-buffer-parameterblock.slang duration_ms=23
2967,test,ThreadId(12) passed tests/diagnostics/invalid-tuple.slang duration_ms=1
3041,test,ThreadId(7) passed tests/diagnostics/constexpr-error.slang.1 duration_ms=131
3084,test,ThreadId(9) passed tests/diagnostics/local-line.slang.3 duration_ms=483
3101,batch_end,ThreadId(11) total_ms=2419 test_sum_ms=1378 overhead_ms=1041 pred_ms=9753 tests=20
3124,test,ThreadId(9) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang.5 duration_ms=41
3148,test,ThreadId(12) passed tests/diagnostics/unbound-loop.slang duration_ms=190
3148,test,ThreadId(12) ignored tests/diagnostics/single-target-intrinsic.slang duration_ms=0
3168,test,ThreadId(12) passed tests/diagnostics/variable-redeclaration.slang duration_ms=14
3172,test,ThreadId(7) passed tests/diagnostics/constexpr-param.slang duration_ms=130
3178,test,ThreadId(12) passed tests/diagnostics/global-const-uniform-with-init.slang duration_ms=12
3178,test,ThreadId(12) passed tests/diagnostics/cuda-kernel-differentiable-params.slang duration_ms=2
3188,test,ThreadId(12) passed tests/diagnostics/sv-semantic-wrong-stage.slang duration_ms=11
3198,test,ThreadId(12) passed tests/diagnostics/command-line/pass-through-no-stage.hlsl duration_ms=0
3204,test,ThreadId(9) passed tests/diagnostics/sv-semantic-geometry.slang duration_ms=72
3239,test,ThreadId(12) passed tests/diagnostics/vk-binding-with-register-no-warning.slang duration_ms=43
3242,test,ThreadId(7) passed tests/diagnostics/image-format-unsupported-by-backend.slang.2 duration_ms=68
3242,test,ThreadId(7) ignored tests/diagnostics/local-line.slang.1 duration_ms=0
3249,test,ThreadId(12) passed tests/diagnostics/deprecation.slang duration_ms=10
3275,test,ThreadId(9) passed tests/diagnostics/sv-semantic-geometry.slang.1 duration_ms=70
3329,test,ThreadId(12) passed tests/diagnostics/int-literal.slang duration_ms=82
3335,test,ThreadId(9) passed tests/diagnostics/sv-semantic-inout.slang duration_ms=61
3349,test,ThreadId(12) passed tests/diagnostics/assign-in-if.slang duration_ms=16
3349,test,ThreadId(12) passed tests/diagnostics/generic-value-parameter-must-have-type.slang duration_ms=2
3349,test,ThreadId(12) passed tests/diagnostics/command-line/unknown-pass-through-target.slang duration_ms=0
3365,test,ThreadId(9) passed tests/diagnostics/sv-semantic-type-validation.slang.4 duration_ms=28
3396,test,ThreadId(9) passed tests/diagnostics/sv-semantic-type-validation.slang.5 duration_ms=33
3446,test,ThreadId(9) passed tests/diagnostics/syntax-error-op-line-2.slang duration_ms=47
3446,test,ThreadId(9) ignored tests/diagnostics/syntax-error-op-line-2.slang.1 duration_ms=0
3446,test,ThreadId(9) ignored tests/diagnostics/syntax-error-op-line-2.slang.2 duration_ms=0
3480,test,ThreadId(12) passed tests/diagnostics/enum-implicit-conversion.slang duration_ms=125
3591,test,ThreadId(12) passed tests/diagnostics/extension-interface-requirement.slang duration_ms=111
3591,test,ThreadId(12) passed tests/diagnostics/implicit-cast-lvalue.slang duration_ms=4
3591,test,ThreadId(12) ignored tests/diagnostics/if-empty-body.slang duration_ms=0
3591,test,ThreadId(12) passed tests/diagnostics/command-line/unknown-stage.slang duration_ms=0
3621,test,ThreadId(12) passed tests/diagnostics/vk-offset.slang duration_ms=28
3637,test,ThreadId(9) passed tests/diagnostics/syntax-error-op-line-2.slang.3 duration_ms=192
3637,test,ThreadId(9) ignored tests/diagnostics/syntax-error-op-line-3.slang.4 duration_ms=0
3676,stats,load_1m=0.75 load_5m=1.27 cpu_avg=13.8% gpu=20% running=3 adaptive=0 pool=0
3702,test,ThreadId(12) passed tests/diagnostics/ctor-ordinary-retval-legal.slang duration_ms=81
3702,test,ThreadId(12) passed tests/diagnostics/size-of.slang duration_ms=0
3708,test,ThreadId(9) passed tests/diagnostics/uninitialized-resource-type.slang.1 duration_ms=69
3712,test,ThreadId(12) passed tests/diagnostics/modifier-check.slang duration_ms=11
3744,batch_end,ThreadId(9) total_ms=3071 test_sum_ms=2722 overhead_ms=349 pred_ms=9812 tests=35
3772,test,ThreadId(12) passed tests/diagnostics/autodiff-custom-diff-unresolved.slang duration_ms=59
3772,test,ThreadId(12) passed tests/diagnostics/parameter-already-defined.slang duration_ms=0
3782,test,ThreadId(12) passed tests/diagnostics/hlsl-global-const-with-init-still-errors.slang duration_ms=12
3823,test,ThreadId(12) passed tests/diagnostics/uninitialized-use-functions.slang duration_ms=34
3823,test,ThreadId(12) passed tests/diagnostics/arrow-operator.slang duration_ms=3
3833,test,ThreadId(12) passed tests/diagnostics/array-parameterblock-direct.slang duration_ms=10
3856,test,ThreadId(7) passed tests/diagnostics/local-line.slang.5 duration_ms=609
3886,test,ThreadId(7) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang.3 duration_ms=35
3933,test,ThreadId(12) passed tests/diagnostics/custom-derivative-generic.slang duration_ms=94
3936,test,ThreadId(7) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang.6 duration_ms=47
3943,test,ThreadId(12) passed tests/diagnostics/unbounded-array-nonaddressable.slang duration_ms=12
3943,test,ThreadId(12) passed tests/diagnostics/static-ref-to-nonstatic-member-2.slang duration_ms=2
3943,test,ThreadId(12) passed tests/diagnostics/expected-token.slang duration_ms=0
3943,test,ThreadId(12) passed tests/diagnostics/illegal-character.slang duration_ms=0
3946,test,ThreadId(7) passed tests/diagnostics/missing-return-target.slang.1 duration_ms=11
3956,test,ThreadId(7) passed tests/diagnostics/missing-return-target.slang.2 duration_ms=9
3966,test,ThreadId(7) passed tests/diagnostics/missing-return-target.slang.4 duration_ms=11
3977,test,ThreadId(7) passed tests/diagnostics/missing-return-target.slang.6 duration_ms=12
3997,test,ThreadId(7) passed tests/diagnostics/missing-return-target.slang.7 duration_ms=12
3997,test,ThreadId(7) ignored tests/diagnostics/syntax-error-intrinsic.slang.4 duration_ms=0
4043,batch_end,ThreadId(7) total_ms=3375 test_sum_ms=2883 overhead_ms=492 pred_ms=9515 tests=39
4094,test,ThreadId(12) passed tests/diagnostics/structuredbuffer-resource.slang duration_ms=152
4094,test,ThreadId(12) passed tests/diagnostics/expected-token-eof.slang duration_ms=0
4165,test,ThreadId(12) passed tests/diagnostics/autodiff-primal-substitute.slang duration_ms=70
4276,test,ThreadId(12) passed tests/diagnostics/division-by-matrix.slang.1 duration_ms=104
4296,test,ThreadId(12) passed tests/diagnostics/global-uniform.slang duration_ms=26
4598,test,ThreadId(12) passed tests/diagnostics/global-uniform.slang.1 duration_ms=294
4688,test,ThreadId(12) passed tests/diagnostics/illegal-func-decl.slang duration_ms=89
4703,stats,load_1m=0.77 load_5m=1.27 cpu_avg=8.8% gpu=27% running=1 adaptive=0 pool=0
4749,test,ThreadId(12) passed tests/diagnostics/image-format-unsupported-by-backend.slang duration_ms=62
4789,test,ThreadId(12) passed tests/diagnostics/mesh-shader-invalid-output-topology.slang.7 duration_ms=39
4950,test,ThreadId(12) passed tests/diagnostics/syntax-error-intrinsic.slang.3 duration_ms=162
5151,test,ThreadId(12) passed tests/diagnostics/syntax-error-op-line-3.slang.3 duration_ms=202
5151,test,ThreadId(12) ignored tests/diagnostics/syntax-error-op-line.slang.1 duration_ms=0
5402,test,ThreadId(12) passed tests/diagnostics/syntax-error-op-line.slang.3 duration_ms=252
5422,test,ThreadId(12) failed tests/diagnostics/accessors.slang duration_ms=0
5423,batch_start,ThreadId(28) files=1 pred=0.01s items=[tests/diagnostics/accessors.slang(0.01s)]
5439,batch_end,ThreadId(12) total_ms=4753 test_sum_ms=4245 overhead_ms=508 pred_ms=7578 tests=100
5730,stats,load_1m=0.77 load_5m=1.27 cpu_avg=7.4% gpu=33% running=1 adaptive=0 pool=0
5745,test,ThreadId(28) failed tests/diagnostics/accessors.slang duration_ms=0
5749,batch_end,ThreadId(28) total_ms=325 test_sum_ms=0 overhead_ms=325 pred_ms=10 tests=1
5848,end,success=false
